,text,neg,neu,pos,compound
4693,Will The #Coronavirus Make Us Think Differently About Our #Food?  https://easypeasygreeny.co.uk/2020/04/27/will-the-coronavirus-make-us-think-differently-about-our-food/ … #ecofriendly #zerowaste #sustainable #nature #green #sustainability #bio #plasticfree #environment #recycle #gogreen #savetheplanet #climatechange #reuse #sustainableliving #natural #blog pic.twitter.com/JERZEOIGgQ,0.0,1.0,0.0,0.0
7646,"Exploring #sustainable scenarios in debt-based social–#ecological systems: The case for #palmoil production in #Indonesia
 https://www.researchgate.net/publication/337775747_Exploring_sustainable_scenarios_in_debt-based_social-ecological_systems_The_case_for_palm_oil_production_in_Indonesia … #environment #deforestation #sustainability #rainforest pic.twitter.com/lgl1aDFEJZ",0.0,1.0,0.0,0.0
7643,"Recycle those old dolls 😅😆
#recycle #reuse #ecofriendly #zerowaste #upcycle #sustainability #reduce #sustainable #environment #handmade #recycling #gogreen #savetheplanet #vintage #plasticfree #eco…  https://www.instagram.com/p/B-22YRwAz7t/?igshid=1n4ve26g7xaw7 …",0.0,1.0,0.0,0.0
7642,"BMW revealed their hydrogen fuel cell electric powertrain system, which they will begin testing in 2022 with their X5 model. #BMW #hydrogen #fuelcell #h2o #hydrogenfuelcell #tech #technology #transport #cars #evs #sustainable #sustainability #BMWX5 https://www.intelligentliving.co/bmw-hydrogen-fuel-cell-technology/ …",0.0,1.0,0.0,0.0
7639,Available now across all Whole Foods. The   sustainable way to hydrated. 100% Recyclable. 0% PET. 100% Responsibly Sourced Materials #wholefoodsmarket #drinkscubed #watercubed #sustainable #sustainability @WFMLondon…  https://www.instagram.com/p/B-39EuZHER0/?igshid=1k5jgq384lu9y …,0.0,1.0,0.0,0.0
4696,Our latest #blog  https://bit.ly/3bbJKVf  #eco #ecofriendly #zerowaste #sustainable #nature #green #sustainability #plasticfree #environment #reuse #recycle #reuse #sustainableliving #noplastic #ecology #choosetoreuse,0.0,1.0,0.0,0.0
4699,#boikanyolife #boikanyolifecare #boikanyo #energyempowerment #zamaco #renewableenergy #sustainability #bioenergy #makethedifference #energy #biogas #accesstoenergy #biochar #recycling #biomass #environment #climatechange #sustainable #welights #greenenergy #cleanenergy,0.0,1.0,0.0,0.0
7629,Airbnb Launches New Sustainability Program To Reduce Its Carbon Footprint #netzero #sustainability #green #environment #community #sustainable #collaboration #kindnessontheplanet  http://ow.ly/bIbF50z0D4q  pic.twitter.com/b76FgjDvx7,0.0,1.0,0.0,0.0
7526,"Every time you wash your #fleece, think about how many #microfibers are being let into our #oceans.
#microwaste #microplastic #savetheoceans #pollution #plastic #environment #recycling #Sustainability #PlasticPollution #plasticwaste #savetheplanet #kidsfuture #green #sustainable  pic.twitter.com/8bnq16MEng",0.0,1.0,0.0,0.0
7429,".
#environmental #environment #sustainability #environmentallyfriendly #ecofriendly #climatechange #nature #green #environmentalist #gogreen #sustainable #eco #recycle #zerowaste #sustainableliving #environmentalscience #savetheplanet #plasticfree #bigsky",0.0,1.0,0.0,0.0
4813,Weekly blog  https://bit.ly/2VJgpwX  #blog #sme #eco #ecofriendly #zerowaste #sustainable #nature #green #sustainability #plasticfree #environment #recycle #reuse #sustainableliving #noplastic #ecology #choosetoreuse,0.0,1.0,0.0,0.0
7433,#sustainability #Sustainable  https://twitter.com/EarthDayNetwork/status/1245413617480105989 …,0.0,1.0,0.0,0.0
4814,"Billionaire Sam Zell on Market Valuations, Real Estate, Post-Virus Economy  https://youtu.be/tR9qd65EBnc  via @YouTube | #RealEstate #Outlook #ImpactInvesting #DASInstitute #DASPartners #PostCorona #Sustainable #Sustainability",0.0,1.0,0.0,0.0
4817,"🌏🌲🌿 .
.
.
.

#projectzero #eco #planetorplastic #challengeforchange #sustainable #sustainableph #burn #sustainability #sustainableliving #saveouroceans #ecoconcious #ecofriendly #zerowastesg #goinggreen…  https://www.instagram.com/p/B_1xDMUHUs1/?igshid=3mahl6oxzbvh …",0.0,1.0,0.0,0.0
4818,"Our products  https://bit.ly/2VKOGMp 
#eco #ecofriendly #zerowaste #sustainable #nature #green #sustainability #plasticfree #environment #recycle #reuse #sustainableliving #noplastic #ecology #choosetoreuse",0.0,1.0,0.0,0.0
4823,"Off-the-grid refers to homes that are fully autonomous from modern municipal hook-ups and power sources.

📸 UK off-the-grid home

#fremantle #perthisok #sustainable #ecofriendly #sustainability #zerowaste #sustainablefashion #sustainableliving #organic #handmade #eco #recycle pic.twitter.com/umGddfr3U4",0.0,1.0,0.0,0.0
4824,"Need some new kicks? Why not go sustainable. Here are 25+ places to get sustainable shoes.
 https://econosa.com/best-sustainable/shoes/ …
#Sustainable #sustainability #sustainablefashion #sustainability",0.0,1.0,0.0,0.0
7390,"👉 GELECEĞİMİZİ GÜNEŞ AYDINLATACAK! ☀️
📍Güneş'in enerji kaynağı olarak kullanımı, insanlık tarihi kadar eski.
#energy #enerji #sürdürülebilirlik #sustainability #sustainable #çevre #ekosistem #ecosystem #environment #izmir #solarenergy #enerjikaynağı #kutluenerji #yeder pic.twitter.com/TIHHDqCRvc",0.0,1.0,0.0,0.0
7389,"👉 GELECEĞİMİZİ GÜNEŞ AYDINLATACAK! ☀️
📍Güneş'in enerji kaynağı olarak kullanımı, insanlık tarihi kadar eski.
#energy #enerji #sürdürülebilirlik #sustainability #sustainable #çevre #ekosistem #ecosystem #environment #izmir #solarenergy #enerjikaynağı #kutluenerji #yeder pic.twitter.com/zYyZTCO3My",0.0,1.0,0.0,0.0
7387,"Does #humanities #perceived #global #debt & #wealth for the few via the #dollar #ideology actually exist if the #majority of humanity #agrees that it ""doesn't exist? #Democracy #Transparency #Sustainable #Objective? #Sustainability #Logistics #Acquisition #Distribution #Centuries",0.0,1.0,0.0,0.0
7386,"If we look at an #old #building, don't we think: this is #sustainable? #Sustainability #environment #city #buildings #architecture pic.twitter.com/Y04rANQ5Cq",0.0,1.0,0.0,0.0
7385,"#news #packaging #responsiblepackaging #wastemanagement #greenpackaging #ecofriendly
#packman #gauravjalan #sustainability #recycling #sustainable #plastic #environment #climatechange #waste #zerowaste #yourstory https://www.linkedin.com/posts/yourstory-com_smb-week-business-continuity-activity-6656055499659808768-6JPm …",0.0,1.0,0.0,0.0
4825,"Follow for more facts
#environment #nature #sustainability #climatechange #ecofriendly #savetheplanet #zerowaste #sustainable #gogreen #earth #green #recycle #eco #plasticfree #globalwarming #pollution #reuse #climate #sustainableliving #environmentallyfriendly #art #love pic.twitter.com/PblTLY6gf8",0.0,1.0,0.0,0.0
4826,"Ara Partners & @dominifunds launch funds aimed at tackling global #climate and #sustainability issues.

@puraglobe @Priority_Power @GlobalGoalsUN
#decarbonization #fund #food #carbon #sustainable #economy https://www.environmentalleader.com/2020/05/two-investment-firms-launch-funds-aimed-at-tackling-climate-and-sustainability-challenges/ …",0.0,1.0,0.0,0.0
4829,"find all your print needs at  http://fashiondex.com  👼🏼🤍
.
. 
.
.
.
#fashiondex #clothes #fashion #sustainability #sustainablefashion #forum #fairtrade #organic #natural #sustainable #eco pic.twitter.com/FPM2G8jISn",0.0,1.0,0.0,0.0
4830,Kraft Paper Corner Stickers for Photo Albums (120 Pieces)  http://dlvr.it/RW4PDH  #kraftpaper #paper #buykraft #green #sustainability #ecofriendly #sustainable #papier pic.twitter.com/viDO2oXqZ0,0.0,1.0,0.0,0.0
4831,A luxury restaurant in Porto with a unique concept  http://godiscoverportugal.com/torreao-restaurant-and-event-venue-porto/ … #Sustainability #sustainable #restaurants #restaurantes #Porto #Iloveporto,0.0,1.0,0.0,0.0
4832,When Fida bag🍃in Camouflage #VietnamDiaries Shop it only  https://m.facebook.com/commerce/products/3033426463378626/?ref=page_shop_tab&referral_code=page_shop_tabcollection_id[0]_136556906471231 … #sustainable #sustainablebag #sustainability #sustainablefashion #fidabag #beachcrazybag pic.twitter.com/HnSc2QYgO0,0.0,1.0,0.0,0.0
7441,"Will you drive less, stay home more, consume less? Tell us what small changes you might make!

#eco #ecofriendly #zerowaste #sustainable #nature #green #sustainability #bio #pinatex #armpocket #environment #vegan #recycle #gogreen #savetheplanet #quokka #climatechange #reuse pic.twitter.com/XM1oBalfzO",0.0,1.0,0.0,0.0
7437,"Electric bus opportunity-charging in between rides at Porte de Namur, #Brussels. I can haz future, as the cat says. #publictransit #publictransport #publictransportation #climate #sustainable #sustainability @STIBMIVB pic.twitter.com/yQsoCsf1ek",0.0,1.0,0.0,0.0
7435,"#sustainable
#climatechange #environmentalfriendly #GHGs
#recycling #builtenvironment #sge #sustainablegreenenvironment #SDGs
#sgeinitiative #Green #Environment #ForPeopleForPlanet
#GardenMonth #climateaction #climate #sustainability
#greenenvironment",0.0,1.0,0.0,0.0
7089,Brown Corrugated Storage and Shipping Boxes (30 Pieces)  http://dlvr.it/RV09Ss  #buykraft #kraftpaper #paper #wholesale #sustainable #posters #tags #sustainability,0.0,1.0,0.0,0.0
7067,#LED #colorkinetics #signify #lightingisart #lighting #lightingdesign #lights #rgb #lightingdesigners #architecturallighting #colorchanging #tynebridge #newcastle #ledlighting #Sustainable #sustainability @LITE_LTD pic.twitter.com/9HiJLe3745,0.0,1.0,0.0,0.0
7090,Twilight Kraft Paper Poster (Single Piece)  http://dlvr.it/RV08Qx  #buykraft #kraftpaper #paper #tags #boxes #sustainability #wholesale #sustainable,0.0,1.0,0.0,0.0
8019,"#TipTuesday #GreenOffice Go digital! Don't print or use paper, send documents electronically. If you need to print, print double-sided #FuelingGreatWork #fromhome #print #sustainable #sustainability #corporatecoffee #officecoffee pic.twitter.com/SHxlGNqTvl",0.0,1.0,0.0,0.0
8017,"MOTHERearth’s name is on point. 🤷🏻‍♀️💕
.
.
#projectzero #eco #planetorplastic #challengeforchange #sustainable #sustainableph #burn #sustainability #sustainableliving #saveouroceans #ecoconcious #ecofriendly…  https://www.instagram.com/p/B-rsPtLnlD6/?igshid=13mid2m5zgr76 …",0.0,1.0,0.0,0.0
8012,Specialized solar panels produce pure water. #WorldHealthDay #water #glaciers #Earth #Solar #solarenergy #solarpower #watershortage #freshwater #ClimateChange #ClimateCrisis #ClimateAction #School2020 #schools #offgrid #Sustainable #sustainability  https://twitter.com/zeromasswater/status/1217909941777756160 …,0.0,1.0,0.0,0.0
8011,"Vad passar inte bättre i vårvädret än våra otroliga naturboxar?!☀️🤩
•
•
•
#bringitbiouf #quitplastic #noplastic #sugarcane #sustainability #sustainable #ecofriendly #zerowaste #sustainableliving #environment…  https://www.instagram.com/p/B-r6eRNhqej/?igshid=nnswo9xtybj0 …",0.0,1.0,0.0,0.0
8010,"Did you know? Only 3% of the world's water is drinkable! 

#fact #sustainability #sustainable #ecofriendly #sustainableliving #environment #nature #gogreen #plasticfree #eco #savetheplanet #reuse #climateaction #sdgs #education #water #drinkingwater pic.twitter.com/vmCx31R0sW",0.0,1.0,0.0,0.0
8008,"SP-ECO52 
 https://sportek.com/products/sp-eco52 …
#Recycle #Poly #Green #Yarn
#ecofriendly #zerowaste #sustainable #sustainability #eco #plasticfree #gogreen #handmade",0.0,1.0,0.0,0.0
8041,"What is the circular approach in the #metalworking industry? How do we make the industry more #sustainable? Hear from @SandvikGroup!  https://bit.ly/34fNS4I 
@SandvikCoromant #sandvik #metalworkingequipment #sheemetal #metal #sustainability #circulareconomy",0.0,1.0,0.0,0.0
8043,"💐🐇 Hop to reusable pocket diapers  http://www.ethelmae.shop 
#eco #ecofriendly #parenting #mom #momlife #pocketdiapers #diapers #pampers #nappies #nappy #parents #singleparent #zerowaste #sustainableliving #sustainability #sustainablefashion #sustainable #environmentallyfriendly pic.twitter.com/0orEnZag3M",0.0,1.0,0.0,0.0
3451,"""Meet our latest Featured City! #Dublin, #Ireland, is rapidly becoming a leader in #sustainable urban development. 🌳

Read more about its community-based initiatives in our latest story. 👉  https://cities4forests.com/cities/dublin/ 
#Sustainability #sustainabledevelopment pic.twitter.com/I09uMcWXjN",0.0,1.0,0.0,0.0
4411,It’s Lei Season! #gardening #hydroponics #indoorgarden #plantfood #plants #flowers #flower #plant #vegitation #sustainableliving #sustainability #sustainable #garden #gardenlife #gardendesign #gardeninspiration…  https://www.instagram.com/p/B_-UTXsBmiZ/?igshid=olh0ro9o6oqm …,0.0,1.0,0.0,0.0
4409,"Napoleon Crossing The Alps (Kraft Paper Poster, Single Piece)  http://dlvr.it/RWKg4x  #posters #paper #buykraft #sustainability #sustainable #kraftpaper #green #ecofriendly",0.0,1.0,0.0,0.0
8004,#environment #nature #climatechange #sustainability #ecofriendly #savetheplanet #gogreen #sustainable #green #recycle #zerowaste #earth #eco #plasticfree #pollution #climate #globalwarming #reuse #water #sustainableliving #conservation #art #environmentallyfriendly #photography https://twitter.com/LiliRayEpic/status/1232079383860523010 …,0.0,1.0,0.0,0.0
4341,#Sustainability is often hidden in #old #buildings - #building #sustainable #monument #development - #Germany #BlackForest pic.twitter.com/Gs6hSip6Xb,0.0,1.0,0.0,0.0
8289,"Designing for a #sustainable future: 
How a Swiss electronics company reinvented itself by adopting an environmental-first mindset - @FastCompany
Via @EarthAccounting

Link ->  https://bit.ly/2X9ojAE 
#Future #Sustainability  pic.twitter.com/gFMnpasCCZ",0.0,1.0,0.0,0.0
4345,Old buildings often express: this is sustainable ! #Berlin #Architecture #Sustainability #sustainable #pictureofday #picture pic.twitter.com/7ULaprQ6AB,0.0,1.0,0.0,0.0
4347,Whenever you hear the media and even social media and even our local government say these words.....#collective..... #Sustainability .... #sustainable .... #sustainabledevelopment #community and many more...those words are a #TRIGGER for #AGENDA21 OR THE #NWO WE ARE #INDIVIDUALS,0.0,1.0,0.0,0.0
4348,"Here's the last #recycling #quiz ♻️Let's get #ecofriendly & #sustainable by sorting our #waste reducing #pollution & turning the #circulareconomy green! Answer at 3pm.🤔
#lockdown #zerowaste #ClimateAction #ClimateChange #Sustainability #homeschooling #StayAtHome #SundayThoughts pic.twitter.com/V6Pzvai4tp",0.0,1.0,0.0,0.0
8284,#cerlos #sto #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale https://twitter.com/Moxy_CERLOS/status/1245656273648889859 …,0.0,1.0,0.0,0.0
4351,"ゼミの大好きなメンバーと一緒に
サステナビリティ に関する情報発信をしています！！！
Instagramのアカウント、是非覗いてみてください🌏🧡
#sustainability #Sustainable #環境　#社会 #経済　#waseda #早稲田　#文化構想学部 pic.twitter.com/3k0tLhpQyz",0.0,1.0,0.0,0.0
8281,"With COVID-19 and social distancing, the silver lining is that the earth is thanking us for all slowing down. 

How are you practicing social distancing?

#iliveeco #sustainable #sustainability #sustainableretail #socialresponsibility pic.twitter.com/sW1SBqw5aj",0.0,1.0,0.0,0.0
8018,"Unilever and Kraft call plantations using trafficked and child labor ""sustainable.""#laborrights #humanrights #palmoil #sustainable #sustainability #auspol #agribusiness #labourrights
 https://laborrights.org/industries/palm-oil …",0.0,1.0,0.0,0.0
8020,#environment #nature #climatechange #sustainability #ecofriendly #savetheplanet #gogreen #sustainable #green #recycle #zerowaste #earth #eco #plasticfree #pollution #climate #globalwarming #reuse #water #sustainableliving #conservation #art #environmentallyfriendly https://twitter.com/TextileExchange/status/1245845002296741889 …,0.0,1.0,0.0,0.0
8278,"The 2005 World Summit on Social Development identified #sustainable development goals, such as #economic development, #social development & #environmental protection. Listen to ""The Three Pillars of #Sustainability and Your #SmartCity with Jim Frazer "" https://www.buzzsprout.com/582526/3135307 ",0.0,1.0,0.0,0.0
8042,A recent study by #CarbonTracker reveals investing in coal plants could cost investors more than $600 billion. #coal #fossilfuels #sustainability #sustainable #renewableenergy #renewables #energy #cleanenergy #greenenergy https://www.intelligentliving.co/governments-still-funding-coal-despite-costs/ …,0.0,1.0,0.0,0.0
4416,Coronavirus could trigger 'largest ever annual fall in CO2' in 2020 #netzero #sustainability #green #environment #community #sustainable #collaboration #kindnessontheplanet  http://ow.ly/YT0c50zs4QV  pic.twitter.com/Xksdpxs5EP,0.0,1.0,0.0,0.0
8158,#nature #naturelovers #naturephotography #tree #sky #bluesky #rebirth #newnormal #sustainable #sustainability #earthoutdoors #art #natureisart #goldenmedgirl @ Kingston upon Thames  https://www.instagram.com/p/B-ozpHjpkcM/?igshid=1ef0bxrv4u6ux …,0.0,1.0,0.0,0.0
4418,#sustainable #sustainablefashion #nomorefastfashion #ethicalfashion #Sustainability,0.0,1.0,0.0,0.0
8155,"HYDROGEN PEROXIDE 😷 ♻️ makes sense, right? #sustainability #sustainableliving #Covid_19 #COVID19 #coronavirus #hydrogen #science #technology #performance #Sustainable #global #renewable #eco #Masks #reuse #sterilze #cleaningtips ? https://twitter.com/Atul_Gawande/status/1246009274733658112 …",0.0,1.0,0.0,0.0
4422,"Learn how UPS achieved their annual CO2 reductions of 100,000 metric tonnes in the US.

Their ORION route planning software has been a major part in this reduction.

 https://app.impaakt.com/impact-notes/1012 …
#ups #co2 #sustainability #emissions #sustainabledevelopmentgoals #sdg #sustainable  pic.twitter.com/Ikej0pXKD0",0.0,1.0,0.0,0.0
620,"#Sustainable Retail, E-Commerce & Consumption focus, including new studies, radical transparency, Gen Z, e-commerce packaging and more. My daily #SustainableLife headlines here:  https://bit.ly/30rSSDE 
#sustainability #retail #consumption #ecommerce #sustainableretail",0.0,1.0,0.0,0.0
8090,#environment #nature #climatechange #sustainability #ecofriendly #savetheplanet #gogreen #sustainable #green #recycle #zerowaste #earth #eco #plasticfree #pollution #climate #globawarming #reuse #water #sustainableliving #conservation #art #environmentallyfriendly #photography https://twitter.com/LiliRayEpic/status/1246066378689466369 …,0.0,1.0,0.0,0.0
8089,#environment #nature #climatechange #sustainability #ecofriendly #savetheplanet #gogreen #sustainable #green #recycle #zerwaste #earth #eco #plasticfree #pollution #climate #globalwarming #reuse #water #sustainableliving #conservation #art #environmentallyfriendly https://twitter.com/LiliRayEpic/status/1246108858755493889 …,0.0,1.0,0.0,0.0
8088,#environment #nature #climatechange #sustainability #ecofriendly #savetheplanet #gogreen #sustainable #green #recycle #zerowaste #earth #eco #plasticfree #pollution #climate #globalwarming #reuse #water #sustainableliving #conservation #art #environmentallyfriendly https://twitter.com/LiliRayEpic/status/1237894933245091847 …,0.0,1.0,0.0,0.0
8040,“The annual value of clothing discarded prematurely is more than $400 billion.” Economic sustainability: the governance pillar #mission #sustainability #3pillars #economic #educate #knowledge #corporategovernance #riskmanagement #profit #sustainable #strategies pic.twitter.com/40SO9vrYmj,0.075,0.849,0.075,0.0
4502," http://wesustainabletextileforum.com/2020/05/08/sustainability-fashion/ …
#textileindustry #textiles #apparelindustry #fashion #fastfashion #sustainable #sustainablefashion #sustainability",0.0,1.0,0.0,0.0
4504,The @ecobusinessfund #Sustainability Academy organized two webinars with @BHElSalvador on the effects of #ClimateChange in the #agricultural sector. Overall 27 bank clients participated and learned about #sustainable practices that mitigate the effects of #climatechange. pic.twitter.com/1nltsLJlPu,0.0,1.0,0.0,0.0
4505,#climatestrikeonline #strike4climate #digitalstrike @GretaThunberg #climatechange #environment #globalwarming #savetheplanet #sustainability #climate #climatecrisis #climateaction #earth #zerowaste #climatechangeisreal #climateemergency #fridaysforfuture #gogreen #sustainable  pic.twitter.com/3c78SrjKK9,0.0,1.0,0.0,0.0
8033,"Reuse and Recycle ... airplanes!

 https://bit.ly/3aVTBPS 
#Ecobulk #Reduce #Reuse #Recycle #Airplanes #CircularEconomy #Sustainable #Sustainability",0.0,1.0,0.0,0.0
4508,Available at:  https://rdbl.co/2WdbLHG  #savethebees #honeybees #bees #bumblebee #environment #nature #earthday #sustainability #ecofriendly #green #earth #recycle #savetheplanet #zerowaste #eco #sustainable #gogreen #globalwarming #pollution #reuse #vegan #ClimateChange pic.twitter.com/ZVMIjbUsWT,0.0,1.0,0.0,0.0
4509,"“But what about the #sustainability of our own bodies? Why not practice a farming style that is not only financially, socially, and environmentally #sustainable, but also physically functional?”
Read more by Cristina Cosentino & Jesse Lapiana:  https://bit.ly/2SNapkM  🥬🥬 pic.twitter.com/b9fuVFESCo",0.0,1.0,0.0,0.0
8030,Video: The Rise of Sustainable Investing  https://www.adviserpointsofview.com/?p=9802  via @architasmm @PartnerInsight #sustainable #investing #sustainability #esg @chloemoranFP,0.0,1.0,0.0,0.0
4510,"They're calling it the ""Tesla of the skies,"" we're calling it another nail in the fossil fuel coffin

#Aircraft #Airplane #FLIGHT #flying #ElectricVehicles #electric #Sustainability #sustainable #ClimateAction #Battery #biofuel #energy #Transportation https://cleantechnica.com/2020/05/07/this-aircraft-is-powered-with-electricity-it-is-already-heading-for-the-skies/ …",0.0,1.0,0.0,0.0
4511,"🌳❤️🌍☀️🥰
..
#ecofriendly #blossom #summer #sustainableliving #sustainability #sustainable #zerowaste #bamboo #environment #environmentallyfriendly #positivevibes #positivity  https://www.instagram.com/p/B_7K35TJZlm/?igshid=11ehwd2k8eau6 …",0.0,1.0,0.0,0.0
4353," https://youtu.be/jQXW6ubZEIY 
NEW VIDEO ALL ON BUDGETING AND SUSTAINABILITY ❤️🌱 #rt #sustainable #sustainability #budget @SparkleSocials @Influencer_RT",0.0,1.0,0.0,0.0
8275,"Could #Pandemic Accelerate The Path To #Sustainable #Fashion? 
Find out at @impakterdotcom  https://impakter.com/could-pandemic-accelerate-the-path-sustainable-fashion/ …
#Coronavirus #COVID19
#Sustainability #sustainablefashion pic.twitter.com/4wbdGgPCMS",0.0,1.0,0.0,0.0
7125,"the last stitch of the week is gathering 🤍👼🏼 find this stitch and more in the stitch sample kit on  http://fashiondex.com ! 
.
. 
.
.
.
#fashiondex #clothes #fashion #sustainability #sustainablefashion #forum #fairtrade #organic #natural #sustainable #eco pic.twitter.com/EOjKbcowVI",0.0,1.0,0.0,0.0
8201,Old buildings often express: this is sustainable ! #Berlin #Architecture #Sustainability #sustainable #pictureofday #picture pic.twitter.com/BbzW0tmtDu,0.0,1.0,0.0,0.0
8198,Having enough water is as simple as ZERO MASS WATER #water #Sustainable #ClimateCrisis #ClimateAction #sustainability #Earth #glaciers #GlobalWarming #SOLAR #SolarPower #hightech #solarenergy #SOURCE https://twitter.com/zeromasswater/status/1243529718059675648 …,0.0,1.0,0.0,0.0
8197,"If we look at an #old #building, don't we think: this is #sustainable? #Sustainability #environment #city #buildings #architecture pic.twitter.com/bh8KlF6lg6",0.0,1.0,0.0,0.0
8193,"Just remember what #sustainable labels means. Before agriculture started 12,000 years ago there wasn't a single plantation so any agricultural product has come about as the result of clearing #wildlife at some time. #Sustainability #human loading comes at a price #Vegan or not pic.twitter.com/YOXeC8ROTf",0.0,1.0,0.0,0.0
4395,"If we look at an #old #building, don't we think: this is #sustainable? #Sustainability #environment #city #buildings #architecture pic.twitter.com/hxl3uIQuyJ",0.0,1.0,0.0,0.0
4383, http://bit.ly/1wHM2F1  Signup for the #Security & #Sustainability forum on #climatechange #globalhealth #environment #climate #renewables #sustainable #COP25 #environment #energy #security #GlobalGoals #GlobalWarming #climate and #healthcare pic.twitter.com/MUnHcFxORw,0.0,1.0,0.0,0.0
4399,"Australian #startup Varden has received $2.2 mil #funding from @HorizonsHK of tycoon Li Ka-shing, to develop a #sustainable packaging product from #wastematerials for replacing single-use #plastic items
 https://tcrn.ch/2yzmhjL  #sustainability #ecofriendly via @TechCrunch",0.0,1.0,0.0,0.0
4400,"Order Green Living Guest posts here
 https://deftportfolio.wordpress.com/2020/05/07/pro-web-blogger-professional-seo-article-writer-content-writer-copywriter/ …
#ecofriendly #sustainable #eco #sustainability #gogreen #homestead #homesteading #backyardchickens #recycle #reuse #upcycle #reduce #repurpose #recycled #sustainable #upcycled #ecofriendly #ecofashion #savetheplanet",0.0,1.0,0.0,0.0
4401,"A3 Kraft Paper (70-260 GSM, 20 Pieces)  http://dlvr.it/RWL9T0  #kraftpaper #paper #buykraft #ecofriendly #papier #green #sustainable #sustainability",0.0,1.0,0.0,0.0
4402,A3/A4/A5 Black Kraft Paper (50 Sheets)  http://dlvr.it/RWL9Rt  #kraftpaper #paper #buykraft #sustainability #papier #ecofriendly #green #sustainable,0.0,1.0,0.0,0.0
4407,Kraft Paper Shopping Bags with Handles (Per Bag)  http://dlvr.it/RWKjpy  #bags #paper #giftbags #ecofriendly #green #sustainable #sustainability #kraftpaper,0.0,1.0,0.0,0.0
8253,"New blog  https://bit.ly/39KkHrD 
#eco #ecofriendly #zerowaste #sustainable #nature #green #sustainability #plasticfree #environment #recycle #gogreen #savetheplanet #organic #climatechange #reuse #sustainableliving #earth #noplastic #ecology",0.0,1.0,0.0,0.0
8249,"#lightinn nr 549 unique in wood, copper and brass R1850
#upcycling #upcycleSA #sustainability #sustainable #sustainabledesign #upcycledfurniture #industrialdesign #enviromentallyfriendly #steampunkdesign #steampunksouthafrica #madeincapetown #steampunk  http://www.charlidesignstudio.com  pic.twitter.com/jXIPumXJxz",0.0,1.0,0.0,0.0
8248,"Some #Sustainable brands for all you #Isolation shoppers🛍
👉 https://www.thetrendspotter.net/sustainable-clothing-brands/ …👈
#sustainability #isolationshopping #sustainablefashion",0.0,1.0,0.0,0.0
8246," https://bit.ly/39KkHrD 
#eco #ecofriendly #zerowaste #sustainable #nature #green #sustainability #plasticfree #environment #recycle #gogreen #savetheplanet #organic #climatechange #reuse #sustainableliving #earth #noplastic #ecology",0.0,1.0,0.0,0.0
8244,"Check out our new blog  https://bit.ly/39KkHrD 
#eco #ecofriendly #zerowaste #sustainable #nature #green #sustainability #plasticfree #environment #recycle #gogreen #savetheplanet #organic #climatechange #reuse #sustainableliving #earth #noplastic #ecology",0.0,1.0,0.0,0.0
8241,"Bamboo: From cars to garments, the humble bamboo can be a pivotal part of manufacturing - The Economic Times  https://m.economictimes.com/small-biz/sme-sector/from-cars-to-garments-the-humble-bamboo-can-be-a-pivotal-part-of-manufacturing/articleshow/71626523.cms …
#Bamboo #bambootantrapune #theeconomictimes #sustainability #sustainable",0.0,1.0,0.0,0.0
8240,"World's Most Sustainable Companies ~ Europe is front-and-center in the tidal shift towards more sustainable business, driven by far-reaching regulations. Danish companies leading the pack| #sustainability #green #Denmark #Sustainable #Europe | https://www.visualcapitalist.com/most-sustainable-companies/ …",0.0,1.0,0.0,0.0
8239,#innovation #innovationculture #innovative #innovationleadership #ecosystem #collaboration #india #innovations #economy #collaborate #circulareconomy #economic #ecosystems #cma #costaccounting #sustainability #sustainable #climatechange https://lnkd.in/fxXSV4f ,0.0,1.0,0.0,0.0
8238,Quarantine reading 🙂 💚 ☀ #lockdownlibrary #green #sustainable #eco #sustainability #environment #ecofriendly #climatechange #staysafe #stayhome  https://www.instagram.com/p/B-ms3rpHTfr/?igshid=14luzcdu7qbf0 …,0.0,1.0,0.0,0.0
8200,#Sustainability is often hidden in #old #buildings - #building #sustainable #monument #development - #Germany #BlackForest pic.twitter.com/fddkXnS5sH,0.0,1.0,0.0,0.0
8202,#cerlos #sto #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale https://twitter.com/Moxy_CERLOS/status/1246098850483503105 …,0.0,1.0,0.0,0.0
8274,"We must not return to business as usual after the #coronavirus has passed. It must be the first step towards a #sustainable green future.

#Sustainability #ClimateCrisis #ClimateAction https://twitter.com/mopdenson/status/1246328598585319431 …",0.0,1.0,0.0,0.0
8204,"2020 Will Be The Year of #Sustainable #Business
#procurement #sustainability #SundayThoughts https://www.entrepreneur.com/article/343285 ",0.0,1.0,0.0,0.0
8273,"Nachhaltig schenken geht auch zu Ostern. 🌱 Wie und was haben wir auf unserem Blog zusammengestellt:
 https://www.soulbottles.de/soulblog/soul-facts/nachhaltige-geschenkideen-fuer-ostern …
#Ostern #ostern2020 #ostergeschenk #sustainable #Sustainability #nachhaltig pic.twitter.com/ettywkqhdA",0.0,1.0,0.0,0.0
